,Time,DriverNumber,LapTime,LapNumber,PitOutTime,PitInTime,Sector1Time,Sector2Time,Sector3Time,Sector1SessionTime,Sector2SessionTime,Sector3SessionTime,SpeedI1,SpeedI2,SpeedFL,SpeedST,IsPersonalBest,Compound,TyreLife,FreshTyre,Stint,LapStartTime,Team,Driver,TrackStatus,IsAccurate,LapStartDate,AirTemp,Humidity,Pressure,Rainfall,TrackTemp,WindDirection,WindSpeed,Track
543,0 days 01:17:34.263000,20,0 days 00:01:38.198000,40,,,0 days 00:00:26.215000,0 days 00:00:29.476000,0 days 00:00:42.507000,0 days 01:16:22.280000,0 days 01:16:51.756000,0 days 01:17:34.263000,275,268,258,313,FALSE,SOFT,43,FALSE,1,0 days 01:15:56.065000,Haas F1 Team,MAG,1,TRUE,21:56.2,19.1,24.9,1017.8,FALSE,38,101,1.9,9
544,0 days 01:19:13.202000,20,0 days 00:01:38.939000,41,,,0 days 00:00:26.206000,0 days 00:00:29.622000,0 days 00:00:43.111000,0 days 01:18:00.469000,0 days 01:18:30.091000,0 days 01:19:13.202000,,267,256,314,FALSE,SOFT,44,FALSE,1,0 days 01:17:34.263000,Haas F1 Team,MAG,1,TRUE,23:34.4,19.2,24.9,1017.8,FALSE,38,237,1.5,9
545,0 days 01:20:51.896000,20,0 days 00:01:38.694000,42,,,0 days 00:00:26.612000,0 days 00:00:29.474000,0 days 00:00:42.608000,0 days 01:19:39.814000,0 days 01:20:09.288000,0 days 01:20:51.896000,,267,261,312,FALSE,SOFT,45,FALSE,1,0 days 01:19:13.202000,Haas F1 Team,MAG,1,TRUE,25:13.3,19.3,26.2,1017.8,FALSE,38,87,2,9
546,0 days 01:22:30.262000,20,0 days 00:01:38.366000,43,,,0 days 00:00:26.137000,0 days 00:00:29.419000,0 days 00:00:42.810000,0 days 01:21:18.033000,0 days 01:21:47.452000,0 days 01:22:30.262000,274,265,257,311,FALSE,SOFT,46,FALSE,1,0 days 01:20:51.896000,Haas F1 Team,MAG,2,TRUE,26:52.0,19.4,25.3,1017.9,FALSE,38,66,1.6,9
547,0 days 01:24:08.763000,20,0 days 00:01:38.501000,44,,,0 days 00:00:26.138000,0 days 00:00:29.549000,0 days 00:00:42.814000,0 days 01:22:56.400000,0 days 01:23:25.949000,0 days 01:24:08.763000,273,266,258,314,FALSE,SOFT,47,FALSE,1,0 days 01:22:30.262000,Haas F1 Team,MAG,1,TRUE,28:30.4,19.6,24.9,1017.9,FALSE,38,151,1.2,9
548,0 days 01:25:47.239000,20,0 days 00:01:38.476000,45,,,0 days 00:00:26.101000,0 days 00:00:29.608000,0 days 00:00:42.767000,0 days 01:24:34.864000,0 days 01:25:04.472000,0 days 01:25:47.239000,272,271,258,312,FALSE,SOFT,48,FALSE,1,0 days 01:24:08.763000,Haas F1 Team,MAG,1,TRUE,30:08.9,19.4,25.1,1018,FALSE,37.5,94,2.1,9
549,0 days 01:27:25.513000,20,0 days 00:01:38.274000,46,,,0 days 00:00:26.059000,0 days 00:00:29.382000,0 days 00:00:42.833000,0 days 01:26:13.298000,0 days 01:26:42.680000,0 days 01:27:25.513000,275,269,259,310,FALSE,SOFT,49,FALSE,1,0 days 01:25:47.239000,Haas F1 Team,MAG,1,TRUE,31:47.4,19.3,25.5,1018.2,FALSE,37.5,87,2.1,9
550,0 days 01:29:04.512000,20,0 days 00:01:38.999000,47,,,0 days 00:00:26.114000,0 days 00:00:29.648000,0 days 00:00:43.237000,0 days 01:27:51.627000,0 days 01:28:21.275000,0 days 01:29:04.512000,271,263,256,314,FALSE,MEDIUM,1,TRUE,2,0 days 01:27:25.513000,Haas F1 Team,MAG,1,TRUE,33:25.6,19.5,25.2,1018.1,FALSE,37.5,78,2.4,9
551,0 days 01:30:44.481000,20,0 days 00:01:39.969000,48,,,0 days 00:00:26.955000,0 days 00:00:29.827000,0 days 00:00:43.187000,0 days 01:29:31.467000,0 days 01:30:01.294000,0 days 01:30:44.481000,273,266,262,317,FALSE,MEDIUM,2,TRUE,2,0 days 01:29:04.512000,Haas F1 Team,MAG,1,TRUE,35:04.6,19.4,25.1,1018.1,FALSE,37.5,85,2.7,9
552,0 days 01:32:23.518000,20,0 days 00:01:39.037000,49,,,0 days 00:00:26.298000,0 days 00:00:29.986000,0 days 00:00:42.753000,0 days 01:31:10.779000,0 days 01:31:40.765000,0 days 01:32:23.518000,278,267,258,313,FALSE,MEDIUM,3,TRUE,2,0 days 01:30:44.481000,Haas F1 Team,MAG,1,TRUE,36:44.6,19.2,25.5,1018.1,FALSE,37,158,2.2,9
553,0 days 01:34:02.029000,20,0 days 00:01:38.511000,50,,,0 days 00:00:26.267000,0 days 00:00:29.653000,0 days 00:00:42.591000,0 days 01:32:49.785000,0 days 01:33:19.438000,0 days 01:34:02.029000,277,271,259,312,FALSE,MEDIUM,4,TRUE,2,0 days 01:32:23.518000,Haas F1 Team,MAG,1,TRUE,38:23.6,19.2,25.5,1018.1,FALSE,37,62,1.1,9
